Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 
GCA_001186385.1	Dnoxia_1.0	Diuraphis noxia	395057805	Scaffold	2015-07-23	5636						
GCF_001186385.1	Dnoxia_1.0	Diuraphis noxia	395057805	Scaffold	2015-07-23	5636	0.9721116	0.9625498	0.009561753	0.017928287	0.00996016	hemiptera_odb10
GCA_000313835.2	ASM31383v2	Heliconius melpomene melpomene	273786188	Scaffold	2012-03-01	4309						
GCA_963856015.1	HNHASSv1.0	Helicoverpa assulta	415192425	Scaffold	2023-12-17	32						
GCA_029955515.1	icChrAene1.0.hap1	Chrysomela aeneicollis	570337861	Scaffold	2023-05-08	90						
GCA_964035755.1	iqTelOcea1	Teleogryllus oceanicus	2028946150	Scaffold	2024-05-05	1830						
GCA_015476425.1	ASM1547642v1	Leptopilina heterotoma	484694486	Contig	2020-11-15							
GCF_015476425.1	ASM1547642v1	Leptopilina heterotoma	484694486	Contig	2020-11-15		0.94742113	0.93857455	0.008846603	0.0023368385	0.05024203	hymenoptera_odb10
GCA_003667255.2	SB_ver2_2022	Euschistus heros	1311279844	Scaffold	2023-01-26	2151						
GCA_002938485.2	Soryzae_2.0	Sitophilus oryzae	770550206	Scaffold	2019-09-09	2024						
GCF_002938485.1	Soryzae_2.0	Sitophilus oryzae	770550206	Scaffold	2019-09-09	2024	0.98258007	0.94962335	0.032956686	0.0028248588	0.014595103	endopterygota_odb10
GCA_011428145.1	ASM1142814v1	Ericerus pela	654859808	Scaffold	2020-03-18	2396						
GCA_039000515.1	ASM3900051v1	Timema cristinae	1313932428	Scaffold	2024-05-01	11173						
GCA_031308135.1	ado_dt_MfTpo_fix	Acheta domesticus	2346429714	Scaffold	2023-09-08	9907						
GCA_002803265.2	SCAv2.0	Melanaphis sacchari	300271876	Scaffold	2018-06-22	1347						
GCF_002803265.2	SCAv2.0	Melanaphis sacchari	300271876	Scaffold	2018-06-22	1347	0.9940239	0.987251	0.0067729084	0.0011952191	0.0047808765	hemiptera_odb10
GCA_013340265.1	CopFor1.0	Coptotermes formosanus	875711502	Scaffold	2020-06-01	12995						
GCA_003709505.1	ASM370950v1	Hyphantria cunea	510511702	Scaffold	2018-11-01	4394						
GCA_028551675.1	CSIRO_AGI_Tbis_v1	Tineola bisselliella	199056778	Contig	2023-02-08							
GCA_001412225.1	Nicve_v1.0	Nicrophorus vespilloides	195273382	Scaffold	2015-10-23	4650						
GCF_001412225.1	Nicve_v1.0	Nicrophorus vespilloides	195273382	Scaffold	2015-10-23	4650	0.9938795	0.9811676	0.012711864	0.0032956686	0.0028248588	endopterygota_odb10
GCA_003426905.1	ASM342690v1	Ctenocephalides felis	775452550	Scaffold	2018-08-24	3733						
GCF_003426905.1	ASM342690v1	Ctenocephalides felis	775452550	Scaffold	2018-08-24	3733	0.9463277	0.5922787	0.35404897	0.009887005	0.04378531	endopterygota_odb10
GCA_000188095.4	BIMP_2.2	Bombus impatiens	246856484	Scaffold	2011-09-22	5460						
GCF_000188095.3	BIMP_2.2	Bombus impatiens	246856484	Scaffold	2011-09-22	5460	0.98981804	0.9878151	0.0020030045	0.003171424	0.007010516	hymenoptera_odb10
GCA_001465965.1	Pdom r1.2	Polistes dominula	208026220	Scaffold	2015-12-14	1483						
GCF_001465965.1	Pdom r1.2	Polistes dominula	208026220	Scaffold	2015-12-14	1483	0.9814722	0.9783008	0.003171424	0.003338341	0.015189451	hymenoptera_odb10
GCA_003651465.1	ASM365146v1	Formica exsecta	277633851	Scaffold	2018-10-15	14521						
GCF_003651465.1	ASM365146v1	Formica exsecta	277633851	Scaffold	2018-10-15	14521	0.9756301	0.9512602	0.024369888	0.011016524	0.013353364	hymenoptera_odb10
GCA_001045655.1	ASM104565v1	Lasius niger	236236391	Scaffold	2015-07-02	36804						
GCA_003118335.3	Pmem_mimetic_representative_assembly_1.0	Papilio memnon	232528895	Scaffold	2018-03-02	11083						
GCA_030264115.1	USDA_Lygus_lineolaris_Assembly_v1	Lygus lineolaris	599956567	Scaffold	2023-06-12	3963						
GCA_003123925.1	Hi v1.0	Haematobia irritans	1143537531	Scaffold	2018-05-14	76616						
GCA_003286155.2	DereRS2	Drosophila erecta	146538397	Contig	2018-10-23							
GCF_003286155.1	DereRS2	Drosophila erecta	146538397	Contig	2018-10-23		0.9993912	0.99512935	0.004261796	0.00030441402	0.00030441402	diptera_odb10
GCA_030704895.1	SYSU_HVIGI_v1.0	Henosepilachna vigintioctopunctata	496115591	Contig	2023-08-09							
GCA_003286085.2	DperRS2	Drosophila persimilis	195512972	Contig	2018-10-23							
GCF_003286085.1	DperRS2	Drosophila persimilis	195512972	Contig	2018-10-23		0.9966515	0.9777778	0.018873667	0.00030441402	0.00304414	diptera_odb10
GCA_028750875.1	UCM_ALF_1.0	Macrosteles quadrilineatus	1317891973	Scaffold	2023-02-17	1164						
GCF_028750875.1	UCM_ALF_1.0	Macrosteles quadrilineatus	1317891973	Scaffold	2023-02-17	1164	0.9749004	0.5940239	0.38087648	0.00079681276	0.024302788	hemiptera_odb10
GCA_024500475.1	ASM2450047v1	Phthorimaea operculella	648202259	Contig	2022-08-01							
GCA_029955315.1	icCylForm1.1	Cylas formicarius	391099484	Scaffold	2023-05-08	156						
GCF_029955315.1	icCylForm1.1	Cylas formicarius	391099484	Scaffold	2023-05-08	156	0.980226	0.96939737	0.010828625	0.002354049	0.017419962	endopterygota_odb10
GCF_014083535.2	V.mandarinia_Nanaimo_p1.0	Vespa mandarinia	247710421	Contig	2020-08-06							
GCA_029379305.1	ASM2937930v1	Frankliniella fusca	372449807	Scaffold	2023-03-24	1444						
GCA_024550625.1	ASM2455062v1	Dendroctonus valens	322406506	Scaffold	2022-08-05	922						
GCA_002093755.2	Dser1.1	Drosophila serrata	196034539	Contig	2017-04-14							
GCF_002093755.2	Dser1.1	Drosophila serrata	196034539	Contig	2017-04-14							
GCA_012932325.1	TpBJ-2018v1	Thrips palmi	237830083	Scaffold	2020-04-29	16						
GCF_012932325.1	TpBJ-2018v1	Thrips palmi	237830083	Scaffold	2020-04-29	16	0.9773226	0.9678127	0.009509875	0.0014630578	0.021214338	insecta_odb10
GCA_037783105.1	ASM3778310v1	Bactrocera zonata	590924557	Contig	2024-03-28							
GCA_035220575.1	trug_v1.0	Temnothorax rugatulus	335735536	Contig	2024-01-08							
GCA_037575425.1	MU_AFraterculus_v1.prim	Anastrepha fraterculus	849437186	Contig	2024-03-26							
GCA_011037195.1	UVM_Tinf_1.0	Triatoma infestans	949486157	Scaffold	2020-02-27	14951						
GCA_019425675.1	ASM1942567v1	Leucinodes orbonalis	855313068	Scaffold	2021-07-29	14891						
GCA_015888305.1	AP_1.0	Antheraea pernyi	786985015	Scaffold	2020-12-07	72727						
GCA_000349065.1	Anop_quad_QUAD4_A_V1	Anopheles quadriannulatus	283828998	Scaffold	2013-03-28	2823						
GCA_013372445.1	CENICAFE_Hham_1.1	Hypothenemus hampei	162571498	Scaffold	2020-06-24	8198						
GCA_016647725.1	ASM1664772v1	Nasonia giraulti	259024564	Scaffold	2021-01-15	3159						
GCA_009835225.1	LBME_Acra_1.0	Aphis craccivora	318873360	Scaffold	2020-01-09	17780						
GCA_001313835.1	ASM131383v1	Polistes canadensis	211202212	Scaffold	2015-10-13	3836						
GCF_001313835.1	ASM131383v1	Polistes canadensis	211202212	Scaffold	2015-10-13	3836	0.9794692	0.9749625	0.0045067603	0.0056751794	0.014855617	hymenoptera_odb10
GCF_001652005.2	ASM165200v1	Ceratina calcarata	198802613	Scaffold	2016-05-25	48691						
GCA_004796505.1	ASM479650v1	Oryzaephilus surinamensis	104008747	Scaffold	2019-04-16	10890						
GCA_000775305.1	ASM77530v1	Belgica antarctica	89567811	Scaffold	2014-09-03	4996						
GCA_000473375.1	Anop_culi_species_A-37_1_V1	Anopheles culicifacies	202998806	Scaffold	2013-09-30	16162						
GCA_018207615.1	Pspu_JIC_v1.0	Philaenus spumarius	2760693840	Scaffold	2021-04-29	237480						
GCA_000469605.1	Apis dorsata 1.3	Apis dorsata	230340171	Scaffold	2013-09-24	4040						
GCF_000469605.1	Apis dorsata 1.3	Apis dorsata	230340171	Scaffold	2013-09-24	4040	0.96828574	0.96745116	0.0008345852	0.013186446	0.01852779	hymenoptera_odb10
GCA_017165845.1	BOUN_Tpit_1	Thaumetopoea pityocampa	593430432	Scaffold	2021-03-04	38644						
GCA_016802625.1	ASM1680262v1	Heliconius numata	351227686	Scaffold	2021-02-02	15243						
GCF_014805625.2	Yale_Gfus_2	Glossina fuscipes	389358103	Scaffold	2020-09-30	7824						
GCA_035079395.1	AsDes_1.0	Aspidiotus destructor	369248606	Contig	2024-01-04							
GCA_018153295.1	ASM1815329v1	Drosophila grimshawi	191382978	Contig	2021-04-28							
GCF_018153295.1	ASM1815329v1	Drosophila grimshawi	191382978	Contig	2021-04-28		0.99908674	0.9914764	0.00761035	0.00030441402	0.00060882804	diptera_odb10
GCA_961210405.1	dmerc_wildtype_assembly	Drosophila mercatorum	171182504	Contig	2023-07-29							
GCA_018152505.1	ASM1815250v1	Drosophila elegans	178445117	Contig	2021-04-28							
GCF_018152505.1	ASM1815250v1	Drosophila elegans	178445117	Contig	2021-04-28		0.99817353	0.99482495	0.003348554	0.0012176561	0.00060882804	diptera_odb10
GCA_018153845.1	ASM1815384v1	Drosophila bipectinata	192393922	Contig	2021-04-28							
GCF_018153845.1	ASM1815384v1	Drosophila bipectinata	192393922	Contig	2021-04-28		0.99908674	0.9917808	0.007305936		0.000913242	diptera_odb10
GCA_037074685.1	ASM3707468v1	Glyphodes pyloalis	541153123	Scaffold	2024-03-08	56						
GCA_037950945.1	ASM3795094v1	Hypolimnas misippus	438072389	Scaffold	2024-04-03	218						
GCA_032399595.1	TetCarb_2.0	Tetragonula carbonaria	298732997	Scaffold	2023-10-05	232						
GCA_029207805.1	icTriConf1.1	Tribolium confusum	437211755	Scaffold	2023-03-14	331						
GCA_036971475.1	USDA_Prosapia_bicincta_1.0	Prosapia bicincta	2219595121	Scaffold	2024-03-04	428						
GCA_902825455.1	iArcPla.TrioY.curated.20190705	Arctia plantaginis	577993050	Scaffold	2020-04-17	1050						
GCA_003285905.2	DhydRS2	Drosophila hydei	153741574	Contig	2019-05-29							
GCF_003285905.1	DhydRS2	Drosophila hydei	153741574	Contig	2019-05-29		0.9972603	0.97473365	0.022526637	0.00060882804	0.002130898	diptera_odb10
GCA_003285875.3	DnovRS2.1	Drosophila novamexicana	177223868	Contig	2018-10-23							
GCF_003285875.2	DnovRS2.1	Drosophila novamexicana	177223868	Contig	2018-10-23		0.9893455	0.98143077	0.007914764	0.0012176561	0.009436834	diptera_odb10
GCA_035772565.1	ASM3577256v1	Antheraea assamensis	498398989	Contig	2024-01-17							
GCA_936014575.1	Bombus_lapidarius_EIv1	Bombus lapidarius	354349867	Contig	2022-09-13							
GCA_030586385.1	ASM3058638v1	Camponotus fellah	266031460	Contig	2023-08-02							
GCA_030220185.1	Dpun_1.1	Diploptera punctata	3127968605	Contig	2023-06-07							
GCA_035044405.1	ASM3504440v1	Drosophila montana	191421679	Contig	2024-01-03							
GCF_035044405.1	ASM3504440v1	Drosophila montana	191421679	Contig	2024-01-03		0.9978691	0.98964995	0.008219178	0.000913242	0.0012176561	diptera_odb10
GCA_030444845.1	iyPreIma1.0	Prenolepis imparis	327265477	Scaffold	2023-07-14	786						
GCA_010416935.1	CU_Pfus_HIC	Polistes fuscatus	219116742	Scaffold	2020-02-11	187						
GCF_010416935.1	CU_Pfus_HIC	Polistes fuscatus	219116742	Scaffold	2020-02-11	187	0.97880155	0.97379404	0.0050075115	0.0028375897	0.018360876	hymenoptera_odb10
GCA_025024175.1	Rdo_ARS_Dec2018	Rhyzopertha dominica	479166780	Scaffold	2022-09-07	139						
GCA_033439095.1	ASM3343909v1	Pseudococcus viburni	435361088	Scaffold	2023-11-08	2392						
GCA_016920875.1	Utah_Ccol_1.0	Columbicola columbae	207887661	Scaffold	2021-02-23	386						
GCA_000612105.2	Oabi_2.0	Orussus abietinus	186398216	Scaffold	2017-12-15	1789						
GCF_000612105.2	Oabi_2.0	Orussus abietinus	186398216	Scaffold	2017-12-15	1789	0.967785	0.96511436	0.0026706727	0.008178935	0.024036054	hymenoptera_odb10
GCA_030179655.1	sfla_v2	Scaptomyza flava	330392538	Scaffold	2023-06-06	781						
GCA_024533555.2	Akor_1.1	Aedes koreicus	1100025007	Scaffold	2024-03-07	6099						
GCA_005281655.2	TAMU_Nfulva_1.1	Nylanderia fulva	369947649	Scaffold	2019-05-13	2842						
GCF_005281655.2	TAMU_Nfulva_1.1	Nylanderia fulva	369947649	Scaffold	2019-05-13	2842						
GCA_008802855.1	Ppyr1.3	Photinus pyralis	471511253	Scaffold	2019-10-02	2160						
GCF_008802855.1	Ppyr1.3	Photinus pyralis	471511253	Scaffold	2019-10-02	2160	0.9849341	0.84463274	0.14030132	0.00094161957	0.014124294	endopterygota_odb10
GCA_018703685.1	ASM1870368v1	Orius laevigatus	150957203	Scaffold	2021-06-03	2050						
GCA_011392965.1	Fvar_1.2	Frieseomelitta varia	275421029	Scaffold	2020-03-17	2173						
GCF_011392965.1	Fvar_1.2	Frieseomelitta varia	275421029	Scaffold	2020-03-17	2173	0.98080456	0.9791354	0.0016691705	0.009013521	0.010181939	hymenoptera_odb10
GCA_000349145.1	Anop_diru_WRAIR2_V1	Anopheles dirus	216307690	Scaffold	2013-03-28	1266						
GCA_025091365.1	ASM2509136v1	Daktulosphaira vitifoliae	282588554	Scaffold	2022-09-08	8544						
GCF_025091365.1	ASM2509136v1	Daktulosphaira vitifoliae	282588554	Scaffold	2022-09-08	8544	0.9908367	0.9685259	0.022310756	0.0015936255	0.007569721	hemiptera_odb10
GCA_000376725.2	Lful_2.0	Ladona fulva	1157615891	Scaffold	2017-10-31	9411						
GCA_009176505.1	AAFC_SMos_1.0	Sitodiplosis mosellana	208784321	Scaffold	2019-10-18	7268						
GCF_009176505.1	AAFC_SMos_1.0	Sitodiplosis mosellana	208784321	Scaffold	2019-10-18	7268	0.92907155	0.895586	0.03348554	0.00608828	0.06484018	diptera_odb10
GCA_003589595.1	ASM358959v1	Hyposmocoma kahamanoa	731440758	Scaffold	2018-09-21	2929						
GCF_003589595.1	ASM358959v1	Hyposmocoma kahamanoa	731440758	Scaffold	2018-09-21	2929	0.95894814	0.9470299	0.011918275	0.01097238	0.030079456	lepidoptera_odb10
GCA_000806365.1	ASM80636v1	Fopius arisanus	153631861	Scaffold	2014-12-23	1042						
GCF_000806365.1	ASM80636v1	Fopius arisanus	153631861	Scaffold	2014-12-23	1042	0.9704557	0.96528125	0.005174428	0.012852612	0.016691703	hymenoptera_odb10
GCA_002778355.1	ASM277835v1	Clitarchus hookeri	3802613888	Scaffold	2017-11-16	785780						
GCA_000956235.1	wasmannia.A_1.0	Wasmannia auropunctata	324120201	Scaffold	2015-03-17	77788						
GCF_000956235.1	wasmannia.A_1.0	Wasmannia auropunctata	324120201	Scaffold	2015-03-17	77788	0.9841429	0.98030376	0.0038390919	0.010348856	0.005508262	hymenoptera_odb10
GCA_000217595.1	Lhum_UMD_V04	Linepithema humile	219500750	Scaffold	2011-06-10	3030						
GCF_000217595.1	Lhum_UMD_V04	Linepithema humile	219500750	Scaffold	2011-06-10	3030	0.9891504	0.9854782	0.0036721749	0.0036721749	0.007177433	hymenoptera_odb10
GCA_001313825.1	ASM131382v1	Dinoponera quadriceps	259665865	Scaffold	2015-10-13	14123						
GCF_001313825.1	ASM131382v1	Dinoponera quadriceps	259665865	Scaffold	2015-10-13	14123	0.98397595	0.9814722	0.0025037557	0.008178935	0.007845101	hymenoptera_odb10
GCA_015776835.1	Ae_genome_v2	Aphidius ervi	144532283	Scaffold	2020-12-07	3865						
GCA_014611495.1	UIdaho_Lcali_1.0	Limonius californicus	1072670101	Scaffold	2020-09-16	115611						
GCA_001276565.1	ASM127656v1	Melipona quadrifasciata	256302695	Scaffold	2015-09-04	2866						
GCA_002201625.1	Edil_v1.0	Euglossa dilemma	588199719	Scaffold	2017-06-20	22698						
GCA_000187915.1	Pbar_UMD_V03	Pogonomyrmex barbatus	235645958	Scaffold	2011-02-04	4645						
GCF_000187915.1	Pbar_UMD_V03	Pogonomyrmex barbatus	235645958	Scaffold	2011-02-04	4645	0.963779	0.9626106	0.0011684193	0.024703722	0.011517276	hymenoptera_odb10
GCA_022664845.1	AU_Lsac_1.0	Lepisma saccharinum	3799075801	Scaffold	2022-03-21	430775						
GCA_001735545.1	ASM173554v1	Phormia regina	549932840	Scaffold	2016-09-19	192460						
GCA_003456935.1	Mhra_1.0	Machilis hrabei	2144507099	Scaffold	2018-08-31	200537						
GCA_035222055.1	ASM3522205v1	Mechanitis polymnia	304879319	Scaffold	2024-01-08	154612						
GCA_018235105.1	SRR10765679	Junonia coenia	360413270	Contig	2021-05-03							
GCA_014849505.1	AAL_Ekam_1.0	Elaeidobius kamerunicus	269635327	Scaffold	2020-10-05	364527						
GCF_000503995.2	CerSol_1.0	Ceratosolen solmsi marchali	276157622	Scaffold	2013-12-04	1518						
GCA_000818775.1	Glossina_palpalis_gambiensis-2.0.1	Glossina palpalis gambiensis	380104241	Scaffold	2015-01-15	3926						
GCA_036379175.1	UofC_Hcyg_1.0	Heliconius cydno galanthus	265812516	Scaffold	2024-02-05	1341						
GCA_018249695.1	SRR8883904	Heliconius erato demophoon	562157132	Contig	2021-05-03							
GCA_914969975.1	A.atroparvus_Infravec2_EBRE_hifiasm_n225_277Mb	Anopheles atroparvus	277747802	Contig	2021-09-28							
GCA_018152535.1	ASM1815253v1	Drosophila kikkawai	188799863	Contig	2021-04-28							
GCF_018152535.1	ASM1815253v1	Drosophila kikkawai	188799863	Contig	2021-04-28		0.9996956	0.98995435	0.009741249		0.00030441402	diptera_odb10
GCA_036937285.1	ilEupEdit1.0.hap1	Euphydryas editha	614723215	Scaffold	2024-03-01	95						
GCA_018152115.1	ASM1815211v1	Drosophila rhopaloa	193508231	Contig	2021-04-28							
GCF_018152115.1	ASM1815211v1	Drosophila rhopaloa	193508231	Contig	2021-04-28		0.99452055	0.98964995	0.0048706243	0.00030441402	0.0051750382	diptera_odb10
GCA_037349165.1	ilChoRosa1_p1.0	Choristoneura rosaceana	531887119	Contig	2024-03-20							
GCA_028537555.1	ilBatPhil1.0.hap1	Battus philenor	443215375	Scaffold	2023-02-07	109						
GCA_018152695.1	ASM1815269v1	Drosophila takahashii	165528346	Contig	2021-04-28							
GCF_018152695.1	ASM1815269v1	Drosophila takahashii	165528346	Contig	2021-04-28		0.98964995	0.9853881	0.004261796	0.00060882804	0.009741249	diptera_odb10
GCA_023089585.1	ASM2308958v1	Melophagus ovinus	188356116	Contig	2022-04-21							
GCA_013387265.2	ASM1338726v2	Cryptolaemus montrouzieri	988020473	Scaffold	2024-04-12	205						
GCA_018152265.1	ASM1815226v1	Drosophila ficusphila	167832931	Contig	2021-04-28							
GCF_018152265.1	ASM1815226v1	Drosophila ficusphila	167832931	Contig	2021-04-28		0.99908674	0.9966515	0.0024353121	0.00030441402	0.00060882804	diptera_odb10
GCA_028658765.1	UNIL_AgrR_1.0	Anoplolepis gracilipes	234485207	Scaffold	2023-02-16	1291						
GCA_035079385.1	AsRig_1.0	Aspidiotus rigidus	441107189	Contig	2024-01-04							
GCA_034092305.1	Dabb_1.0	Diaprepes abbreviatus	1623121211	Contig	2023-12-05							
GCA_018903485.1	ASM1890348v1	Drosophila littoralis	236786485	Scaffold	2021-06-16	638						
GCA_013202065.2	CoteBio_Ctyphae	Cotesia typhae	186662351	Contig	2021-07-19							
GCA_018150345.1	ASM1815034v1	Drosophila equinoxialis	221733993	Contig	2021-04-28							
GCA_013123115.1	ASM1312311v1	Colletes gigas	273056604	Scaffold	2020-05-19	326						
GCF_013123115.1	ASM1312311v1	Colletes gigas	273056604	Scaffold	2020-05-19	326	0.98597896	0.9764647	0.009514271	0.0015022533	0.012518778	hymenoptera_odb10
GCA_024349325.1	Pcal.v2	Pogonomyrmex californicus	252297138	Scaffold	2022-07-20	199						
GCA_019845155.1	ASM1984515v1	Luehdorfia chinensis	727361315	Scaffold	2021-09-01	700						
GCA_019843655.1	UK_Lind_1.0	Lethocerus indicus	426832363	Scaffold	2021-09-01	212						
GCA_022747635.1	ioHetAmer1.0.p	Hetaerina americana	1630025798	Scaffold	2022-03-28	1582						
GCA_034508555.1	Vnig_TBG3334_EichkAsp	Venustoraphidia nigricollis	669157826	Contig	2023-12-15							
GCA_023159175.1	FiWi_Woma_1.0	Wohlfahrtia magnifica	753990219	Scaffold	2022-04-27	543						
GCA_033556935.1	DTG_PB_155	Timema podura	1092653124	Scaffold	2023-11-13	14						
GCA_018151105.1	ASM1815110v1	Drosophila obscura	179834232	Contig	2021-04-28							
GCF_018151105.1	ASM1815110v1	Drosophila obscura	179834232	Contig	2021-04-28		0.9969559	0.9881278	0.008828006	0.000913242	0.002130898	diptera_odb10
GCA_030625045.1	CSIRO_AGI_Agris_v1	Achroia grisella	442882001	Contig	2023-08-03							
GCF_030625045.1	CSIRO_AGI_Agris_v1	Achroia grisella	442882001	Contig	2023-08-03		0.992622	0.966137	0.026485056	0.0009458948	0.006432085	lepidoptera_odb10
GCA_011952255.1	Bvos_JDL3184-5_v1.1	Bombus vosnesenskii	275577952	Scaffold	2020-04-03	1429						
GCF_011952255.1	Bvos_JDL3184-5_v1.1	Bombus vosnesenskii	275577952	Scaffold	2020-04-03	1429	0.989985	0.98681355	0.003171424	0.0018360874	0.008178935	hymenoptera_odb10
GCA_036375495.1	ASM3637549v1	Agrotis segetum	600003184	Contig	2024-02-05							
GCA_018153835.1	ASM1815383v1	Drosophila eugracilis	164811307	Contig	2021-04-28							
GCF_018153835.1	ASM1815383v1	Drosophila eugracilis	164811307	Contig	2021-04-28		0.99817353	0.9936073	0.00456621	0.00030441402	0.00152207	diptera_odb10
GCA_018835575.1	Cchi_ZJU_1.0	Cotesia chilonis	189510483	Scaffold	2021-06-10	363						
GCA_034770305.1	ASM3477030v1	Trichogramma dendrolimi	215209100	Scaffold	2023-12-28	316						
GCA_037039905.1	iyForAser1_p1.0	Formica aserva	310433589	Scaffold	2024-03-07	1728						
GCA_963669975.1	AobtHiC_assembly	Acanthoscelides obtectus	1105071634	Scaffold	2023-12-07	3796						
GCA_949089665.1	Meuphorbiae_v1	Macrosiphum euphorbiae	560308062	Scaffold	2023-05-30	1914						
GCA_031761425.1	arthropoda_binned	Cosmopolites sordidus	1068520695	Contig	2023-09-22							
GCA_021202915.1	Hifi_Hhim_Hh08-01-s03l3	Heliconius himera	443381118	Contig	2021-12-15							
GCA_030142615.1	ASM3014261v1	Syrista parreyssii	143955911	Scaffold	2023-05-31	2891						
GCA_030449975.1	iyPolMexi1.0	Polyergus mexicanus	252309906	Scaffold	2023-07-13	364						
GCA_018342105.1	ULB_GQUI_1.0	Gonioctena quinquepunctata	1731947787	Contig	2021-05-11							
GCA_031353405.1	ASM3135340v1	Baronia brevicornis	405551642	Scaffold	2023-09-12	4831						
GCA_035578905.1	UIUC_Stibi_1.0	Stictocephala bisonia	1697723675	Scaffold	2024-01-11	13127						
GCA_005406025.1	Evar_2.0	Eumeta japonica	727118372	Scaffold	2019-04-18	12694						
GCA_004143645.1	ASM414364v1	Protaetia brevitarsis	1143903595	Scaffold	2019-02-07	5265						
GCA_014066325.1	ASM1406632v1	Apis laboriosa	226063288	Scaffold	2020-08-05	4376						
GCF_014066325.1	ASM1406632v1	Apis laboriosa	226063288	Scaffold	2020-08-05	4376	0.987982	0.98664665	0.0013353364	0.0028375897	0.009180438	hymenoptera_odb10
